,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,port,region,capacity,delay color,install color,finish-year
16,16,Project 25,61368,91871.82100952635,106505.14201905268,2036-05-01,2039-10-24 00:00:00,2041-06-24 18:00:00,Coos Bay,Central OR,1000,#A2D9CE,#16A085,2041
17,17,Project 15,87648,87648.0,102579.10663880348,2039-05-01,2039-05-01 00:00:00,2041-01-12 04:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2041
18,18,Project 3,17520,72808.95186007407,97353.5662603492,2031-05-01,2037-08-20 17:00:00,2040-06-08 10:00:00,Long Beach,Central CA,1000,#D2B4DE,#8E44AD,2040
19,19,Project 14,78888,78888.0,93819.10663880348,2038-05-01,2038-05-01 00:00:00,2040-01-13 04:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2040
20,20,Project 24,52584,76991.56303880119,93061.05903575191,2035-05-01,2038-02-11 00:00:00,2039-12-12 14:00:00,Coos Bay,Southern OR,1000,#A2D9CE,#16A085,2039
21,21,Project 23,43824,76008.0,91871.82100952635,2034-05-01,2038-01-01 00:00:00,2039-10-24 00:00:00,Coos Bay,Central OR,1000,#A2D9CE,#16A085,2039
22,22,Project 13,70128,70128.0,85059.10663880348,2037-05-01,2037-05-01 00:00:00,2039-01-13 04:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2039
23,23,Project 22,35064,57144.39921832377,76991.56303880119,2033-05-01,2035-11-07 01:00:00,2038-02-11 00:00:00,Coos Bay,Southern OR,1000,#A2D9CE,#16A085,2038
24,24,Project 12,61368,61368.0,76299.10663880348,2036-05-01,2036-05-01 00:00:00,2038-01-13 04:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2038
25,25,Project 2,8760,47544.58745979894,72808.95186007407,2030-05-01,2034-10-03 01:00:00,2037-08-20 17:00:00,Long Beach,Central CA,1000,#D2B4DE,#8E44AD,2037
26,26,Project 11,52584,55262.31662063051,68212.93921824955,2035-05-01,2035-08-20 15:00:00,2037-02-10 05:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2037
27,27,Project 10,43824,46502.31662063051,59452.93921824954,2034-05-01,2034-08-20 15:00:00,2036-02-11 05:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2036
28,28,Project 7,26304,37662.41382047742,57144.39921832377,2032-05-01,2033-08-17 07:00:00,2035-11-07 01:00:00,Coos Bay,Central OR,1000,#A2D9CE,#16A085,2035
29,29,Project 9,35064,35064.0,55262.31662063051,2033-05-01,2033-05-01 00:00:00,2035-08-20 15:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2035
30,30,Project 1,0,23400.0,47544.58745979894,2029-05-01,2032-01-01 00:00:00,2034-10-03 01:00:00,Long Beach,Central CA,1000,#D2B4DE,#8E44AD,2034
31,31,Project 8,26304,26304.0,46502.31662063051,2032-05-01,2032-05-01 00:00:00,2034-08-20 15:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2034
32,32,Project 6,17520,17520.0,37662.41382047742,2031-05-01,2031-05-01 00:00:00,2033-08-17 07:00:00,Coos Bay,Southern OR,1000,#A2D9CE,#16A085,2033
33,33,Project 5,8760,8760.0,28982.31662063051,2030-05-01,2030-05-01 00:00:00,2032-08-20 15:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2032
34,34,Project 4,0,0.0,20222.31662063051,2029-05-01,2029-05-01 00:00:00,2031-08-21 15:00:00,Humboldt,Northern CA,1000,#FAD7A0,#F39C12,2031
